"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity",107,0.437417873101391,1.50788080232412,0.00648713420290895,0.0451942844648302,0.034774745034367,4924,"tags=37%, list=22%, signal=29%","ENSG00000163221/ENSG00000135744/ENSG00000167851/ENSG00000068001/ENSG00000102755/ENSG00000113578/ENSG00000140538/ENSG00000137801/ENSG00000078401/ENSG00000090376/ENSG00000125845/ENSG00000071575/ENSG00000141506/ENSG00000125538/ENSG00000120129/ENSG00000134242/ENSG00000116741/ENSG00000009694/ENSG00000171105/ENSG00000156427/ENSG00000188906/ENSG00000178607/ENSG00000121653/ENSG00000163932/ENSG00000154277/ENSG00000130758/ENSG00000197442/ENSG00000111961/ENSG00000168067/ENSG00000141068/ENSG00000186063/ENSG00000100311/ENSG00000076984/ENSG00000173327/ENSG00000130203/ENSG00000132376/ENSG00000069696/ENSG00000240972/ENSG00000108465/ENSG00000166311"
"GO:0030593","BP","GO:0030593","neutrophil chemotaxis",70,0.477975392646923,1.55063818609369,0.00644359821829683,0.0449717917053768,0.0346035479665606,2477,"tags=27%, list=11%, signal=24%","ENSG00000127129/ENSG00000163736/ENSG00000143546/ENSG00000163220/ENSG00000163221/ENSG00000119535/ENSG00000167207/ENSG00000180871/ENSG00000078401/ENSG00000173432/ENSG00000186111/ENSG00000169429/ENSG00000124126/ENSG00000125538/ENSG00000160255/ENSG00000111913/ENSG00000126353/ENSG00000124731/ENSG00000081041"
"GO:0031112","BP","GO:0031112","positive regulation of microtubule polymerization or depolymerization",35,0.563095364051396,1.63794530739317,0.00641694747349344,0.0448261357742956,0.0344914730011956,2545,"tags=20%, list=12%, signal=18%","ENSG00000186868/ENSG00000134222/ENSG00000204389/ENSG00000139737/ENSG00000204388/ENSG00000182511/ENSG00000131711"
"GO:0007616","BP","GO:0007616","long-term memory",35,0.563048260177393,1.63780829051413,0.00641694747349344,0.0448261357742956,0.0344914730011956,2723,"tags=34%, list=12%, signal=30%","ENSG00000058335/ENSG00000155897/ENSG00000161681/ENSG00000165186/ENSG00000162545/ENSG00000152495/ENSG00000130164/ENSG00000198576/ENSG00000100968/ENSG00000155511/ENSG00000108773/ENSG00000118971"
"GO:0032868","BP","GO:0032868","response to insulin",234,0.375119094448977,1.39865128019883,0.00639355273567929,0.0447433284408459,0.0344277568932455,5563,"tags=30%, list=25%, signal=23%","ENSG00000124253/ENSG00000184811/ENSG00000163083/ENSG00000004799/ENSG00000134240/ENSG00000148926/ENSG00000160999/ENSG00000079385/ENSG00000116285/ENSG00000150867/ENSG00000072310/ENSG00000095637/ENSG00000152270/ENSG00000137462/ENSG00000162551/ENSG00000132334/ENSG00000233608/ENSG00000111077/ENSG00000106070/ENSG00000125538/ENSG00000134243/ENSG00000132793/ENSG00000163884/ENSG00000171105/ENSG00000137642/ENSG00000185950/ENSG00000104635/ENSG00000168461/ENSG00000184557/ENSG00000165140/ENSG00000053918/ENSG00000117461/ENSG00000100889/ENSG00000163932/ENSG00000115290/ENSG00000175866/ENSG00000003402/ENSG00000132170/ENSG00000184481/ENSG00000160685/ENSG00000160691/ENSG00000117394/ENSG00000181856/ENSG00000140443/ENSG00000186480/ENSG00000197535/ENSG00000114353/ENSG00000186951/ENSG00000100344/ENSG00000273749/ENSG00000167114/ENSG00000114166/ENSG00000134324/ENSG00000111199/ENSG00000197879/ENSG00000170345/ENSG00000132376/ENSG00000185650/ENSG00000105971/ENSG00000170145/ENSG00000103319/ENSG00000166716/ENSG00000103197/ENSG00000197594/ENSG00000173039/ENSG00000138030/ENSG00000254087/ENSG00000065675/ENSG00000121361/ENSG00000142208"
"GO:0035457","BP","GO:0035457","cellular response to interferon-alpha",10,0.781367551884667,1.72435224226038,0.00635737368484805,0.0445303302188905,0.0342638653979164,2377,"tags=30%, list=11%, signal=27%","ENSG00000186431/ENSG00000107485/ENSG00000167601"
"GO:0032729","BP","GO:0032729","positive regulation of type II interferon production",61,0.509608997379048,1.62226359934462,0.00634929690393201,0.0445303302188905,0.0342638653979164,3657,"tags=38%, list=17%, signal=32%","ENSG00000018280/ENSG00000115604/ENSG00000069399/ENSG00000104998/ENSG00000103257/ENSG00000239732/ENSG00000125538/ENSG00000134242/ENSG00000162739/ENSG00000186470/ENSG00000104972/ENSG00000122122/ENSG00000113448/ENSG00000096996/ENSG00000115594/ENSG00000105246/ENSG00000150782/ENSG00000184588/ENSG00000231389/ENSG00000168961/ENSG00000103855/ENSG00000117586/ENSG00000135077"
"GO:0050954","BP","GO:0050954","sensory perception of mechanical stimulus",152,0.410463564476223,1.4760375448285,0.0063532173177828,0.0445303302188905,0.0342638653979164,3760,"tags=32%, list=17%, signal=26%","ENSG00000081479/ENSG00000197971/ENSG00000111262/ENSG00000006611/ENSG00000042781/ENSG00000105707/ENSG00000164171/ENSG00000144285/ENSG00000137203/ENSG00000101276/ENSG00000183018/ENSG00000150275/ENSG00000135919/ENSG00000181585/ENSG00000176058/ENSG00000165474/ENSG00000154864/ENSG00000089685/ENSG00000129355/ENSG00000105929/ENSG00000081923/ENSG00000177106/ENSG00000121966/ENSG00000091536/ENSG00000111913/ENSG00000133424/ENSG00000100473/ENSG00000010810/ENSG00000242866/ENSG00000053918/ENSG00000089847/ENSG00000103888/ENSG00000103942/ENSG00000204248/ENSG00000170537/ENSG00000171316/ENSG00000079215/ENSG00000117013/ENSG00000184058/ENSG00000136158/ENSG00000144488/ENSG00000145390/ENSG00000121742/ENSG00000137216/ENSG00000144749/ENSG00000184156/ENSG00000174804/ENSG00000152939"
"GO:2000463","BP","GO:2000463","positive regulation of excitatory postsynaptic potential",33,0.591855852688606,1.70912252240945,0.00628650114601772,0.0441535596795484,0.0339739592826358,3060,"tags=39%, list=14%, signal=34%","ENSG00000166342/ENSG00000161681/ENSG00000117152/ENSG00000179915/ENSG00000099365/ENSG00000169992/ENSG00000079841/ENSG00000196338/ENSG00000155511/ENSG00000251322/ENSG00000175866/ENSG00000106089/ENSG00000107404"
"GO:0006911","BP","GO:0006911","phagocytosis, engulfment",43,0.538706973601281,1.62630135846601,0.00626552330299793,0.04404611758064,0.0338912879528485,6147,"tags=58%, list=28%, signal=42%","ENSG00000113249/ENSG00000167851/ENSG00000164171/ENSG00000095970/ENSG00000137801/ENSG00000038945/ENSG00000160255/ENSG00000145794/ENSG00000168461/ENSG00000155849/ENSG00000169896/ENSG00000100092/ENSG00000221947/ENSG00000148180/ENSG00000100345/ENSG00000064687/ENSG00000123338/ENSG00000181790/ENSG00000158156/ENSG00000197943/ENSG00000163219/ENSG00000110934/ENSG00000125730/ENSG00000171044/ENSG00000204472"
"GO:0032232","BP","GO:0032232","negative regulation of actin filament bundle assembly",29,0.594937345699224,1.66240348005198,0.00622208585197518,0.0438275530207617,0.0337231134384532,5024,"tags=59%, list=23%, signal=45%","ENSG00000144339/ENSG00000161681/ENSG00000170989/ENSG00000015285/ENSG00000251322/ENSG00000164741/ENSG00000047648/ENSG00000186635/ENSG00000128849/ENSG00000117632/ENSG00000158195/ENSG00000108518/ENSG00000158769/ENSG00000132376/ENSG00000074054/ENSG00000131626/ENSG00000144824"
"GO:0007586","BP","GO:0007586","digestion",81,0.481376199074404,1.58585579682484,0.00622835791528568,0.0438275530207617,0.0337231134384532,4993,"tags=47%, list=23%, signal=36%","ENSG00000196136/ENSG00000133063/ENSG00000004848/ENSG00000025708/ENSG00000104783/ENSG00000167207/ENSG00000187094/ENSG00000165828/ENSG00000105697/ENSG00000130164/ENSG00000225697/ENSG00000142583/ENSG00000239732/ENSG00000187134/ENSG00000138207/ENSG00000025434/ENSG00000160180/ENSG00000111424/ENSG00000130787/ENSG00000148154/ENSG00000053918/ENSG00000240583/ENSG00000073060/ENSG00000106404/ENSG00000145384/ENSG00000113749/ENSG00000119139/ENSG00000110324/ENSG00000089472/ENSG00000197375/ENSG00000107798/ENSG00000158769/ENSG00000229183/ENSG00000180251/ENSG00000086300/ENSG00000172260/ENSG00000164270/ENSG00000168539"
"GO:0045171","CC","GO:0045171","intercellular bridge",79,0.46578681084784,1.52350080637096,0.00622878042673194,0.0438275530207617,0.0337231134384532,2922,"tags=20%, list=13%, signal=18%","ENSG00000167755/ENSG00000104833/ENSG00000101162/ENSG00000115266/ENSG00000137285/ENSG00000128591/ENSG00000258947/ENSG00000135596/ENSG00000176046/ENSG00000024422/ENSG00000134184/ENSG00000243156/ENSG00000164794/ENSG00000104881/ENSG00000177483/ENSG00000097046"
"GO:1901343","BP","GO:1901343","negative regulation of vasculature development",94,0.44992456816031,1.53241773894706,0.00615531753897816,0.0434288737008523,0.0334163496105821,3312,"tags=31%, list=15%, signal=26%","ENSG00000106366/ENSG00000170381/ENSG00000163638/ENSG00000154734/ENSG00000135298/ENSG00000012779/ENSG00000137801/ENSG00000152270/ENSG00000177464/ENSG00000142627/ENSG00000134871/ENSG00000066056/ENSG00000169418/ENSG00000249751/ENSG00000092421/ENSG00000121753/ENSG00000120156/ENSG00000010810/ENSG00000010327/ENSG00000127528/ENSG00000250067/ENSG00000132170/ENSG00000072134/ENSG00000184481/ENSG00000102760/ENSG00000160691/ENSG00000136158/ENSG00000219438/ENSG00000111679"
"GO:0014874","BP","GO:0014874","response to stimulus involved in regulation of muscle adaptation",10,0.782942535505964,1.72782797724881,0.00611109832852114,0.0431561534056038,0.0332065049621876,1618,"tags=50%, list=7%, signal=46%","ENSG00000135744/ENSG00000143318/ENSG00000156804/ENSG00000183873/ENSG00000140939"
"GO:0038179","BP","GO:0038179","neurotrophin signaling pathway",37,0.575033688659542,1.68318413272415,0.00608215888378984,0.0429909389105801,0.0330793806585624,3193,"tags=27%, list=15%, signal=23%","ENSG00000168209/ENSG00000135744/ENSG00000134259/ENSG00000173805/ENSG00000140538/ENSG00000134243/ENSG00000164056/ENSG00000068971/ENSG00000102879/ENSG00000136158"
"GO:0001848","MF","GO:0001848","complement binding",15,0.712359201978715,1.72175252503573,0.00598826322572938,0.0424504408468379,0.0326634943892969,2908,"tags=53%, list=13%, signal=46%","ENSG00000163661/ENSG00000244731/ENSG00000125810/ENSG00000160255/ENSG00000145794/ENSG00000155659/ENSG00000243649/ENSG00000169896"
"GO:0051703","BP","GO:0051703","biological process involved in intraspecies interaction between organisms",47,0.541094232587159,1.65244877253947,0.00599098186137587,0.0424504408468379,0.0326634943892969,4970,"tags=47%, list=23%, signal=36%","ENSG00000161681/ENSG00000165186/ENSG00000012223/ENSG00000182771/ENSG00000095970/ENSG00000179915/ENSG00000021645/ENSG00000169992/ENSG00000196338/ENSG00000251322/ENSG00000053918/ENSG00000180914/ENSG00000008735/ENSG00000107404/ENSG00000184058/ENSG00000078725/ENSG00000079432/ENSG00000165246/ENSG00000172260/ENSG00000069696/ENSG00000166148/ENSG00000162105"
"GO:0019229","BP","GO:0019229","regulation of vasoconstriction",53,0.520484443728546,1.61646493989603,0.00598245983881345,0.0424504408468379,0.0326634943892969,1674,"tags=28%, list=8%, signal=26%","ENSG00000127129/ENSG00000135744/ENSG00000004468/ENSG00000168398/ENSG00000148926/ENSG00000135643/ENSG00000130234/ENSG00000078401/ENSG00000108405/ENSG00000117298/ENSG00000265107/ENSG00000059377/ENSG00000274286/ENSG00000120907/ENSG00000184160"
"GO:0008542","BP","GO:0008542","visual learning",44,0.529465689829602,1.60439834558131,0.00599952819784003,0.0424504408468379,0.0326634943892969,1513,"tags=16%, list=7%, signal=15%","ENSG00000109956/ENSG00000166342/ENSG00000284762/ENSG00000113231/ENSG00000123360/ENSG00000134138/ENSG00000183691"
"GO:0019207","MF","GO:0019207","kinase regulator activity",250,0.383946587785194,1.43691773591799,0.00600021707094846,0.0424504408468379,0.0326634943892969,3424,"tags=22%, list=16%, signal=19%","ENSG00000065361/ENSG00000109321/ENSG00000013588/ENSG00000166923/ENSG00000087250/ENSG00000129757/ENSG00000171033/ENSG00000068001/ENSG00000112715/ENSG00000012223/ENSG00000122966/ENSG00000148841/ENSG00000167191/ENSG00000095970/ENSG00000162545/ENSG00000105875/ENSG00000175305/ENSG00000125845/ENSG00000189292/ENSG00000129355/ENSG00000071575/ENSG00000141506/ENSG00000108950/ENSG00000105219/ENSG00000171094/ENSG00000171105/ENSG00000168959/ENSG00000112576/ENSG00000106211/ENSG00000138798/ENSG00000185950/ENSG00000184557/ENSG00000152669/ENSG00000121653/ENSG00000131370/ENSG00000187678/ENSG00000088992/ENSG00000117461/ENSG00000027075/ENSG00000008735/ENSG00000155792/ENSG00000118971/ENSG00000172081/ENSG00000123080/ENSG00000100100/ENSG00000163513/ENSG00000163235/ENSG00000102760/ENSG00000169032/ENSG00000136158/ENSG00000118816/ENSG00000145386/ENSG00000128340/ENSG00000110514/ENSG00000128602"
"GO:0002792","BP","GO:0002792","negative regulation of peptide secretion",39,0.548034372014261,1.61083538133528,0.00596162482986691,0.0423707047944895,0.032602141478784,2604,"tags=31%, list=12%, signal=27%","ENSG00000163083/ENSG00000284762/ENSG00000113231/ENSG00000072310/ENSG00000183682/ENSG00000184160/ENSG00000102362/ENSG00000187486/ENSG00000186188/ENSG00000087258/ENSG00000119782/ENSG00000198355"
"GO:0005520","MF","GO:0005520","insulin-like growth factor binding",18,0.697492389720949,1.7756569039727,0.00593848636906414,0.0422449755098379,0.0325053990727721,3551,"tags=67%, list=16%, signal=56%","ENSG00000081479/ENSG00000259207/ENSG00000141753/ENSG00000099769/ENSG00000146674/ENSG00000167779/ENSG00000171105/ENSG00000138448/ENSG00000115461/ENSG00000091409/ENSG00000132470/ENSG00000140443"
"GO:0072079","BP","GO:0072079","nephron tubule formation",18,0.697176625040512,1.77485303895121,0.00593848636906414,0.0422449755098379,0.0325053990727721,2936,"tags=61%, list=13%, signal=53%","ENSG00000158955/ENSG00000005513/ENSG00000166923/ENSG00000177508/ENSG00000107485/ENSG00000183691/ENSG00000075891/ENSG00000197921/ENSG00000125618/ENSG00000170549/ENSG00000115596"
"GO:0032722","BP","GO:0032722","positive regulation of chemokine production",62,0.507813682684131,1.620178644318,0.00592812183493092,0.0422449755098379,0.0325053990727721,3711,"tags=32%, list=17%, signal=27%","ENSG00000179593/ENSG00000197971/ENSG00000115602/ENSG00000133110/ENSG00000167207/ENSG00000100292/ENSG00000136244/ENSG00000137462/ENSG00000239732/ENSG00000125538/ENSG00000141433/ENSG00000077238/ENSG00000177663/ENSG00000187796/ENSG00000150782/ENSG00000168961/ENSG00000117586/ENSG00000127666/ENSG00000135077/ENSG00000137033"
"GO:0043277","BP","GO:0043277","apoptotic cell clearance",40,0.558867618502078,1.65428514113342,0.00590855398568412,0.0421480474746961,0.0324308177900137,3964,"tags=48%, list=18%, signal=39%","ENSG00000092445/ENSG00000259207/ENSG00000198959/ENSG00000186074/ENSG00000095970/ENSG00000137801/ENSG00000142748/ENSG00000244731/ENSG00000145794/ENSG00000025434/ENSG00000138448/ENSG00000167601/ENSG00000073060/ENSG00000140545/ENSG00000221947/ENSG00000011600/ENSG00000123384/ENSG00000064687/ENSG00000070495"
"GO:0030901","BP","GO:0030901","midbrain development",78,0.482202552773874,1.58180981943534,0.00587119885434859,0.0419201435696307,0.0322554571158746,866,"tags=14%, list=4%, signal=14%","ENSG00000123560/ENSG00000197971/ENSG00000105695/ENSG00000158955/ENSG00000160678/ENSG00000117115/ENSG00000134333/ENSG00000173786/ENSG00000146216/ENSG00000127561/ENSG00000148798"
"GO:0006688","BP","GO:0006688","glycosphingolipid biosynthetic process",33,0.593693052067175,1.71442786630663,0.0058414511774637,0.0417461865714779,0.0321216058926648,3583,"tags=45%, list=16%, signal=38%","ENSG00000174607/ENSG00000172461/ENSG00000148488/ENSG00000103089/ENSG00000128274/ENSG00000008513/ENSG00000174951/ENSG00000133424/ENSG00000148154/ENSG00000111728/ENSG00000158470/ENSG00000157350/ENSG00000160408/ENSG00000135454/ENSG00000100422"
"GO:0048663","BP","GO:0048663","neuron fate commitment",43,0.541781107269957,1.63558185418347,0.00583712226688895,0.0417461865714779,0.0321216058926648,702,"tags=16%, list=3%, signal=16%","ENSG00000148826/ENSG00000184221/ENSG00000205927/ENSG00000186487/ENSG00000176165/ENSG00000184486/ENSG00000273604"
"GO:0035869","CC","GO:0035869","ciliary transition zone",68,-0.413606058411519,-1.53877866793647,0.00579973259687704,0.0415245859244548,0.0319510952608243,5975,"tags=53%, list=27%, signal=39%","ENSG00000140463/ENSG00000075945/ENSG00000177042/ENSG00000165533/ENSG00000122507/ENSG00000173226/ENSG00000198707/ENSG00000164066/ENSG00000163001/ENSG00000137474/ENSG00000138175/ENSG00000100490/ENSG00000187049/ENSG00000172361/ENSG00000204852/ENSG00000204104/ENSG00000114446/ENSG00000179029/ENSG00000175970/ENSG00000101052/ENSG00000123810/ENSG00000108641/ENSG00000155755/ENSG00000153140/ENSG00000117245/ENSG00000164953/ENSG00000111837/ENSG00000153789/ENSG00000103494/ENSG00000144061/ENSG00000163913/ENSG00000135338/ENSG00000138036/ENSG00000186889/ENSG00000205084/ENSG00000147400"
"GO:0016358","BP","GO:0016358","dendrite development",224,0.389670525090776,1.44972494394008,0.00575538659968305,0.0412451642273035,0.0317360942183126,4580,"tags=29%, list=21%, signal=24%","ENSG00000170775/ENSG00000157851/ENSG00000169306/ENSG00000164796/ENSG00000080644/ENSG00000133083/ENSG00000161681/ENSG00000165300/ENSG00000108798/ENSG00000135298/ENSG00000165323/ENSG00000139220/ENSG00000126500/ENSG00000171094/ENSG00000124126/ENSG00000066032/ENSG00000171587/ENSG00000169242/ENSG00000157193/ENSG00000198121/ENSG00000075213/ENSG00000198576/ENSG00000169992/ENSG00000058866/ENSG00000130294/ENSG00000100968/ENSG00000143126/ENSG00000251322/ENSG00000135905/ENSG00000188906/ENSG00000049759/ENSG00000010810/ENSG00000105186/ENSG00000131711/ENSG00000134569/ENSG00000128245/ENSG00000008735/ENSG00000175866/ENSG00000141503/ENSG00000134072/ENSG00000138336/ENSG00000153707/ENSG00000187764/ENSG00000107404/ENSG00000146242/ENSG00000286237/ENSG00000277363/ENSG00000101040/ENSG00000078018/ENSG00000061337/ENSG00000174804/ENSG00000154928/ENSG00000266028/ENSG00000118263/ENSG00000138311/ENSG00000154310/ENSG00000189056/ENSG00000273749/ENSG00000138411/ENSG00000094631/ENSG00000197959/ENSG00000002746/ENSG00000137825/ENSG00000130203/ENSG00000175344/ENSG00000112137"
"GO:0048705","BP","GO:0048705","skeletal system morphogenesis",174,0.395432838042866,1.43481132288542,0.00571565200047972,0.0409983030635705,0.0315461468802951,4969,"tags=38%, list=23%, signal=30%","ENSG00000158955/ENSG00000166923/ENSG00000000938/ENSG00000274276/ENSG00000149257/ENSG00000068001/ENSG00000112715/ENSG00000170961/ENSG00000012223/ENSG00000137203/ENSG00000159167/ENSG00000248905/ENSG00000130702/ENSG00000147408/ENSG00000182704/ENSG00000173868/ENSG00000162551/ENSG00000111341/ENSG00000156150/ENSG00000177103/ENSG00000183691/ENSG00000168487/ENSG00000260428/ENSG00000131873/ENSG00000156427/ENSG00000162496/ENSG00000092607/ENSG00000176887/ENSG00000089041/ENSG00000120156/ENSG00000164442/ENSG00000075426/ENSG00000144655/ENSG00000077092/ENSG00000163513/ENSG00000102575/ENSG00000166886/ENSG00000184058/ENSG00000156103/ENSG00000119699/ENSG00000109705/ENSG00000121039/ENSG00000186480/ENSG00000070614/ENSG00000198925/ENSG00000173917/ENSG00000008710/ENSG00000003137/ENSG00000134853/ENSG00000120254/ENSG00000181652/ENSG00000126351/ENSG00000166949/ENSG00000107372/ENSG00000114378/ENSG00000111199/ENSG00000138696/ENSG00000105329/ENSG00000116604/ENSG00000138386/ENSG00000196739/ENSG00000104313/ENSG00000105429/ENSG00000197467/ENSG00000162337/ENSG00000204335"
"GO:0019320","BP","GO:0019320","hexose catabolic process",40,0.559244375958596,1.65540036814156,0.00568768001774982,0.040835435979289,0.0314208287920136,2881,"tags=28%, list=13%, signal=24%","ENSG00000159399/ENSG00000172461/ENSG00000067057/ENSG00000160883/ENSG00000108515/ENSG00000174951/ENSG00000143199/ENSG00000108479/ENSG00000117308/ENSG00000111674/ENSG00000111669"
"GO:0098839","CC","GO:0098839","postsynaptic density membrane",114,0.440809764520048,1.52997616959783,0.00568612152591817,0.040835435979289,0.0314208287920136,3202,"tags=27%, list=15%, signal=23%","ENSG00000178235/ENSG00000166342/ENSG00000152578/ENSG00000187902/ENSG00000105605/ENSG00000146006/ENSG00000196876/ENSG00000091129/ENSG00000165300/ENSG00000120251/ENSG00000135298/ENSG00000117154/ENSG00000182771/ENSG00000184985/ENSG00000151025/ENSG00000131409/ENSG00000149970/ENSG00000157193/ENSG00000198576/ENSG00000168758/ENSG00000168959/ENSG00000178568/ENSG00000155511/ENSG00000150672/ENSG00000148400/ENSG00000156564/ENSG00000111052/ENSG00000186479/ENSG00000166897/ENSG00000158258/ENSG00000152208"
