"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa00541","Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","1/1420","20/9440",0.05,0.332394366197183,-1.25756233228572,0.961761796483678,1,0.654834761321909,"51700",1
"hsa03440","Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","2/1420","41/9440",0.0487804878048781,0.324287186533837,-1.82445534923114,0.98977997116286,1,0.654834761321909,"84142/10111",2
"hsa03083","Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","4/1420","83/9440",0.0481927710843374,0.320380111997285,-2.61671721678125,0.999190245990228,1,0.654834761321909,"6322/54554/3065/23466",4
"hsa03420","Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","3/1420","63/9440",0.0476190476190476,0.316566063044936,-2.29010206507294,0.997515845748047,1,0.654834761321909,"1643/5439/5981",3
"hsa03430","Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","1/1420","23/9440",0.0434782608695652,0.289038579301898,-1.43639422007739,0.976579822722688,1,0.654834761321909,"5981",1
"hsa00190","Metabolism","Energy metabolism","hsa00190","Oxidative phosphorylation","5/1420","138/9440",0.036231884057971,0.240865482751582,-3.77998516682309,0.999997447458302,1,0.654834761321909,"10312/8992/535/4731/479",5
"hsa00053","Metabolism","Carbohydrate metabolism","hsa00053","Ascorbate and aldarate metabolism","1/1420","31/9440",0.032258064516129,0.214447978191731,-1.84333404589191,0.993668932306634,1,0.654834761321909,"501",1
"hsa03020","Genetic Information Processing","Transcription","hsa03020","RNA polymerase","1/1420","34/9440",0.0294117647058824,0.195526097763049,-1.97728336313616,0.99612475470519,1,0.654834761321909,"5439",1
"hsa00040","Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","1/1420","36/9440",0.0277777777777778,0.184663536776213,-2.06229973700704,0.997206558057256,1,0.654834761321909,"51084",1
"hsa04740","Organismal Systems","Sensory system","hsa04740","Olfactory transduction","11/1420","454/9440",0.0242290748898678,0.161072159831234,-7.70884488949907,1,1,0.654834761321909,"390072/387748/26659/81285/1261/808/815/8590/26539/83988/338755",11
"hsa03022","Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","1/1420","44/9440",0.0227272727272727,0.151088348271447,-2.37485615644664,0.999246344634993,1,0.654834761321909,"6877",1
"hsa03040","Genetic Information Processing","Transcription","hsa03040","Spliceosome","5/1420","237/9440",0.0210970464135021,0.140250787424972,-5.64028734626293,0.999999999998485,1,0.654834761321909,"3310/6066/9775/57819/100534599",5
"hsa00970","Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","1/1420","66/9440",0.0151515151515152,0.100725565514298,-3.08476241861654,0.999979592220094,1,0.654834761321909,"3035",1
